model_type,model_run,split,one_step_position_aee,one_step_velocity_aee,rollout_position_aee,rollout_velocity_aee
recurrent,recurrent_id_v2,test_id,0.5935865640640259,0.8383793830871582,9.640125274658203,3.6895627975463867
recurrent,recurrent_id_v2,test_ood_gravity,1.4364969730377197,1.3051505088806152,17.46486473083496,6.125748634338379
recurrent,recurrent_id_v2,test_ood_velocity,0.8744919300079346,1.124239444732666,12.597301483154297,4.732665538787842
recurrent,recurrent_id_v2,test_ood_position,0.6332598924636841,0.896127462387085,10.704004287719727,4.043102741241455
state_mlp,state_mlp_v2,test_id,0.36588263511657715,0.6056725382804871,5.371163845062256,2.0064280033111572
state_mlp,state_mlp_v2,test_ood_gravity,1.1707922220230103,1.149113416671753,9.710844993591309,3.68729567527771
state_mlp,state_mlp_v2,test_ood_velocity,0.4823335111141205,0.8000360727310181,6.5334367752075195,2.340590476989746
state_mlp,state_mlp_v2,test_ood_position,0.40885597467422485,0.6526964902877808,5.697351932525635,2.1562583446502686
