latent_one_step_position_r2,latent_one_step_velocity_r2,latent_rollout_position_aee,latent_rollout_velocity_aee,model_run,model_type,one_step_position_aee,one_step_position_failures,one_step_position_r2,one_step_velocity_aee,one_step_velocity_failures,one_step_velocity_r2,rollout_position_aee,rollout_position_failures,rollout_position_r2,rollout_velocity_aee,rollout_velocity_failures,rollout_velocity_r2,split
0.9775046706199646,0.8710639476776123,25.908802032470703,4.434274196624756,recurrent_id_v2,recurrent,0.5935865640640259,0,,0.8383793830871582,0,,9.640125274658203,3,,3.6895627975463867,3,,test_id
0.9607982635498047,0.8119844794273376,50.2791862487793,9.358831405639648,recurrent_id_v2,recurrent,1.4364969730377197,0,,1.3051505088806152,0,,17.46486473083496,0,,6.125748634338379,0,,test_ood_gravity
0.9678404331207275,0.830925464630127,42.09757995605469,6.913035869598389,recurrent_id_v2,recurrent,0.8744919300079346,2,,1.124239444732666,4,,12.597301483154297,29,,4.732665538787842,27,,test_ood_velocity
0.9802514314651489,0.8567588329315186,29.643571853637695,5.279521465301514,recurrent_id_v2,recurrent,0.6332598924636841,0,,0.896127462387085,0,,10.704004287719727,0,,4.043102741241455,0,,test_ood_position
,,,,state_mlp_v2,state_mlp,0.36588263511657715,,0.9998214244842529,0.6056725382804871,,0.9377493858337402,5.371163845062256,,0.9409293532371521,2.0064280033111572,,0.5857951641082764,test_id
,,,,state_mlp_v2,state_mlp,1.1707922220230103,,0.9975392818450928,1.149113416671753,,0.9073624610900879,9.710844993591309,,0.680290937423706,3.68729567527771,,0.4146491587162018,test_ood_gravity
,,,,state_mlp_v2,state_mlp,0.4823335111141205,,0.9996594190597534,0.8000360727310181,,0.9087562561035156,6.5334367752075195,,0.9216957092285156,2.340590476989746,,0.6370311379432678,test_ood_velocity
,,,,state_mlp_v2,state_mlp,0.40885597467422485,,0.9998073577880859,0.6526964902877808,,0.9404141902923584,5.697351932525635,,0.9494175910949707,2.1562583446502686,,0.5803036689758301,test_ood_position
